"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"
3	5	3	5	3	11	4	5	4	2	4.4	7.94444444444444	8	6.66666666666667	9.01111111111111	8.44444444444444	13.9666666666667	15.6666666666667	15.3555555555556	13.8
9	12	9	8	7	11	5	16	14	15	8.1	7.3	5.77777777777778	6.33333333333333	4.35555555555556	6.92222222222222	4.76666666666667	3.88888888888889	3.02222222222222	1.2
4	2	6	1	3	13	2	3	4	7	4.6	7.15555555555556	10.1666666666667	9.33333333333333	16.3888888888889	16.5222222222222	13.3333333333333	8.94444444444444	18.0333333333333	18.4
43	22	24	27	25	21	35	27	19	27	17.1	22.2222222222222	14.3333333333333	15.1333333333333	20.9777777777778	18.6666666666667	8.5	7.38888888888889	8.96666666666667	7.4
81	93	95	107	99	113	95	100	63	102	114.4	110.133333333333	140.111111111111	153.166666666667	163.811111111111	201.877777777778	196.366666666667	233.777777777778	253.788888888889	261.6
54	51	55	56	63	49	47	38	70	47	43.6	54.6666666666667	47.8888888888889	33.8666666666667	35.7666666666667	28.5888888888889	28.7333333333333	18	15.9555555555556	9.9
24	28	23	19	35	34	30	25	21	31	55.5	73.2666666666667	104.666666666667	141.133333333333	157.744444444444	153.844444444444	195.6	220.666666666667	222.422222222222	244.1
17	8	14	15	15	13	14	13	18	17	22.8	26.4666666666667	34.1666666666667	33.5	34.5111111111111	47.9555555555556	43.9333333333333	51.8888888888889	80.1333333333333	69.6
32	31	39	41	37	23	28	35	36	40	31.1	34.6333333333333	44.4444444444444	43.0333333333333	57.4222222222222	65.4666666666667	45.3333333333333	58.4444444444444	58.0111111111111	57.9
21	10	18	18	22	7	9	16	21	18	12.7	8.3	12.2222222222222	9.06666666666667	9.35555555555556	9.01111111111111	6.76666666666667	6.61111111111111	6.13333333333333	4.7
0	0	0	0	0	0	0	0	0	0	0	0.188888888888889	0	0	0	0.544444444444445	1	0	0.811111111111111	0
30	31	39	27	37	30	32	31	33	22	30.6	25.5888888888889	37.5	45.2	31.7333333333333	44.4444444444444	37.4333333333333	41.7777777777778	29.1333333333333	40.4
9	12	6	4	9	7	6	6	6	6	8.5	12.7777777777778	16.6111111111111	17.7333333333333	24.7666666666667	30.5	24.3666666666667	30.2222222222222	29.3333333333333	40.3
203	226	234	193	225	216	257	205	198	259	230.4	164.655555555556	138.944444444444	141.6	113.788888888889	99.8555555555556	89	67.3888888888889	37.9666666666667	21.8
1490	1583	1305	1573	1616	1375	1506	1762	1307	1401	1239.6	1223.31111111111	1104.44444444444	891.8	686.211111111111	671.011111111111	581.3	402.111111111111	273.455555555556	162.7
2	0	0	2	2	0	1	1	2	0	0.9	3.18888888888889	3.22222222222222	5.4	3.27777777777778	3.81111111111111	4.53333333333333	3.16666666666667	3.24444444444444	7.4
51	55	64	69	72	47	57	50	48	67	51.1	40.9	46.5555555555556	42.4333333333333	34.9555555555556	27.8444444444444	25.7	31.8888888888889	20.8555555555556	18.7
23	18	18	18	18	23	25	18	26	18	18.3	16.3	19.8888888888889	12.8666666666667	10.8	7.55555555555556	10.6	4.44444444444444	10.4777777777778	5.1
11	6	5	5	7	5	7	9	7	4	7.8	5.94444444444444	6.83333333333333	9.16666666666667	6.73333333333333	8.17777777777778	7.63333333333333	5	4.37777777777778	6.2
50	57	45	35	52	57	67	59	61	61	54	44.1777777777778	54.8888888888889	46.9666666666667	33.4	38.6222222222222	17.4	15.7777777777778	12.9	6.6
85	52	61	68	65	101	61	76	60	55	69.4	75.3333333333333	81.7777777777778	92.2	107.522222222222	89.1444444444444	132.366666666667	97.1666666666667	114.988888888889	110.5
17	15	13	10	8	14	18	11	8	15	17.7	14.7333333333333	11.2222222222222	6.63333333333333	9.81111111111111	10.0111111111111	5.56666666666667	8	9.88888888888889	8.2
10	14	10	4	4	14	7	8	10	9	8.4	3.32222222222222	10.1666666666667	6.9	3.54444444444444	4.82222222222222	3.73333333333333	8.55555555555556	6.75555555555556	5.1
2	2	2	3	2	1	0	2	0	1	6.9	16.1666666666667	18.5	21.8	29.7	39.3888888888889	38.7333333333333	36.3888888888889	66.8888888888889	39.7
10	4	4	4	4	1	4	6	2	3	8.7	5.13333333333333	4.11111111111111	5.2	9.27777777777778	7.81111111111111	7.63333333333333	8.5	7.67777777777778	13.8
11	10	11	8	9	11	8	4	14	9	12.2	8.24444444444444	13.8888888888889	9.43333333333333	8.17777777777778	5.27777777777778	9.66666666666667	7.11111111111111	9.62222222222222	7.6
6	10	5	9	6	14	10	13	13	8	38	52.2555555555556	84.0555555555556	107	110.033333333333	144.655555555556	186.7	184	228.377777777778	229.8
106	114	122	96	109	137	108	117	114	101	115.9	108.777777777778	113.833333333333	129.833333333333	125.111111111111	112.644444444444	96.0666666666667	113.833333333333	97.2666666666667	135.5
8	6	8	8	15	7	2	13	14	5	7.4	9.92222222222222	8.05555555555556	3.9	4.81111111111111	5.01111111111111	3.93333333333333	3.61111111111111	2.88888888888889	1.2
771	750	771	692	793	891	769	795	800	858	803.1	709.044444444444	568.333333333333	445.433333333333	491.377777777778	403.977777777778	288.066666666667	252.5	154.922222222222	86.2
6	4	7	10	7	8	1	6	6	4	16.1	28.6666666666667	37.5555555555556	49.0666666666667	53.2888888888889	83.6777777777778	83.2	97.4444444444444	91.7333333333333	115.9
452	473	364	469	406	427	469	421	441	460	348.4	308.222222222222	289.611111111111	260.933333333333	239.555555555556	192.7	187.533333333333	109.444444444444	82.9222222222222	45
27	19	24	20	16	24	18	21	14	19	23	23.0888888888889	13.7222222222222	16.5666666666667	12.5222222222222	10.1111111111111	10.8	7.94444444444444	6.66666666666667	1.6
2	3	2	3	5	2	1	2	1	0	3.6	0	1.27777777777778	2.26666666666667	1.08888888888889	1	3	1.27777777777778	1	0.2
51	47	52	67	53	63	43	49	55	60	52.4	46.4222222222222	40.5555555555556	25.7	31.4888888888889	19.4	19.1333333333333	10.6111111111111	9.55555555555556	4.6
